sr_no,name,id,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
81,Chhavi Educational And Social Welfare Association,"show_ngo_info(""156613"");","S-62251/2008, Badarpur  (DELHI)","H. No. 2652, Kh. No. 125, Gali-67, Blk-E-3, Pl-228, T.No.1041, Badarpur,New Delhi-110044","Science & Technology,Vocational Training","Des Raj Campus, C-Block, East Of Kailash, New Delhi-110065",New Delhi,DELHI,Not Available,9899019472,Not Available,chhatravascavm(at)gmail[dot]com
,,,,,,,,,,,,
82,CHHAYA FOUNDATION,"show_ngo_info(""160154"");","S/62418/2008, NEW DELHI (DELHI)","C-2/30, Madangir, New Delhi","Education & Literacy,Environment & Forests,Health & Family Welfare","H. No. 2652, Kh. No. 125, Gali-67, Blk-E-3, Pl-228, T.No.1041, Badarpur,New Delhi-110044",Badarpur,DELHI,Not Available,8745852618,Not Available,Chhavieswa(at)gmail[dot]com
,,,,,,,,,,,,
83,CHHAYA FOUNDATION,"show_ngo_info(""195707"");","Reg. No. 5 , year 2013, DELHI (DELHI)","74-A/A-3, Mayur Vihar phase-3, Delhi-110096","Education & Literacy,Legal Awareness & Aid,Micro Small & Medium Enterprises,Women's Development & Empowerment","C-2/30, Madangir, New Delhi",NEW DELHI,DELHI,Not Available,9717002572,http://www.chhayafoundation.in,chhayafoundation(at)gmail[dot]com
,,,,,,,,,,,,
84,CHHAYADEEP FOUNDATION,"show_ngo_info(""227102"");","249, Delhi (DELHI)","408/5A-3, upper Anand Parbhat, Karol Bagh, Central Delhi-110005.","Children,Civic Issues,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,Youth Affairs","74-A/A-3, Mayur Vihar phase-3, Delhi-110096",DELHI,DELHI,Not Available,9212104977,Not Available,CHHAYAFOUNDATIONCEO(at)GMAIL[dot]COM
,,,,,,,,,,,,
85,CHHOTI CHHOTI KHUSHIYAN,"show_ngo_info(""214880"");","288, SOUTH DELHI (DELHI)",49 JANGA PURA LANE BHOGAL DELHI-110014,"Children,Education & Literacy,Health & Family Welfare,Nutrition","408/5A-3, upper Anand Parbhat, Karol Bagh, Central Delhi-110005.",Delhi,DELHI,Not Available,9911318733,Not Available,chhaya3628(at)gmail[dot]com
,,,,,,,,,,,,
86,CHIKITSA,"show_ngo_info(""161088"");","8259, New Delhi (DELHI)","C-503 Som Vihar,RK Puram",Health & Family Welfare,49 JANGA PURA LANE BHOGAL DELHI-110014,SOUTH DELHI,DELHI,Not Available,8700071626,Not Available,perfectdscsolutions(at)gmail[dot]com
,,,,,,,,,,,,
87,CHILD AND WOMEN CARE SOCIETY,"show_ngo_info(""198504"");","DIT(E)/12A/2005-06/C-888/1599, NEW DELHI (DELHI)","207/25A, NEW NUMBER 426, 1ST FLOOR, PRAKASH MOHALLA, EAST OF KAILASH, NEW DELHI110065","Children,Health & Family Welfare,Women's Development & Empowerment","C-503 Som Vihar,
RK Puram",New Delhi,DELHI,Not Available,8527013009,http://www.chikitsatrust.org,chikitsa(at)chikitsatrust[dot]org
,,,,,,,,,,,,
88,child and youth welfare society,"show_ngo_info(""51883"");","51343/2005, Delhi (DELHI)","PLOT. NO. 293, Dallupura, Vasundhara Enclave, Delhi-110096","Agriculture,Education & Literacy,Housing,Information & Communication Technology,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Tourism,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs","207/25A, NEW NUMBER 426, 1ST FLOOR, PRAKASH MOHALLA, EAST OF KAILASH, NEW DELHI110065",NEW DELHI,DELHI,Not Available,9643375759,Not Available,info(at)cwcs[dot]in
,,,,,,,,,,,,
89,Child Care and Welfare Foundation,"show_ngo_info(""154673"");","56917, New Delhi (DELHI)","H.No. 1080, Block No. P1, Sultanpuri, New Delhi.","Children,Education & Literacy,Health & Family Welfare,Minority Issues,Women's Development & Empowerment","PLOT. NO. 293, Dallupura, Vasundhara Enclave, Delhi-110096",Delhi,DELHI,011-22611933,9899991388,http://www.cyws.in,director[dot]cyws(at)hotmail.com
,,,,,,,,,,,,
90,Child Educational Foundation,"show_ngo_info(""220373"");","S-1860, DELHI (DELHI)","C-44/235 KH-50/7 GALI NO-22 ,25FT ROAD PHASE-10 SHIV VIHAR KAARWAL NAGAR DELHI-110094",Education & Literacy,"H.No. 1080, Block No. P1, Sultanpuri, New Delhi.",New Delhi,DELHI,Not Available,9871233788,http://childcarewelfarefoundation.org,ccwfoundation[dot]t(at)gmail.com
,,,,,,,,,,,,
91,Child Fund India,"show_ngo_info(""98892"");","15160, NEW DELHI (DELHI)","2ND MEZZANINE FLOOR,B-SECTION,26, OKHLA INDUSTRIAL AREA,PHASE-III,NEW DELHI,INDIAPIN-110020",Data Not Found,"C-44/235 KH-50/7 GALI NO-22 ,25FT ROAD PHASE-10 SHIV VIHAR KAARWAL NAGAR DELHI-110094",DELHI,DELHI,Not Available,9811410879,Not Available,ssuraj2016(at)gmail[dot]com
,,,,,,,,,,,,
92,Child Heart Foundation,"show_ngo_info(""158818"");","18 IN book No.4 Vol.No.17 , delhi (DELHI)",130 Uday Park New Delhi-49,"Children,Children","2ND MEZZANINE FLOOR,B-SECTION,26, OKHLA INDUSTRIAL AREA,PHASE-III,NEW DELHI,INDIA
PIN-110020",NEW DELHI,DELHI,080-25587157,9902588662,http://childfundindia.org,FD(at)childfundindia[dot]org
,,,,,,,,,,,,
93,CHILD HELPING HAND,"show_ngo_info(""240433"");","543, DELHI (DELHI)",B-28 MAYURYA COMPLEX LAXMINAGAR,"Art & Culture,Children,Education & Literacy,Food Processing,Health & Family Welfare,Vocational Training",130 Uday Park New Delhi-49,delhi,DELHI,Not Available,9999142268,http://www.childheartfoundation.com/,chf[dot]renu2013(at)gmail.com
,,,,,,,,,,,,
94,CHILD HOME A CHARITABLE AND WELFARE SOCIETY,"show_ngo_info(""152760"");","S-48715/2004, Delhi (DELHI)","4, Sangam Complex, Libaspur, Delhi Libaspur,Delhi-110042","Education & Literacy,Health & Family Welfare,Legal Awareness & Aid,Women's Development & Empowerment",B-28 MAYURYA COMPLEX LAXMINAGAR,DELHI,DELHI,Not Available,8375093290,http://childhelpinghand.org/,childhealpinghand(at)gmail[dot]com
,,,,,,,,,,,,
95,CHILD LABOUR ELIMINATION RESOURCE NETWORK,"show_ngo_info(""169300"");","U74999DL2003NPL119975, NEW DELHI (DELHI)","A-364,DEFENCE COLONY, NEWDELHI-110024","Education & Literacy,Labour & Employment,Any Other","4, Sangam Complex, Libaspur, Delhi Libaspur,Delhi-110042",Delhi,DELHI,Not Available,9212008898,Not Available,YOGINDER246(at)GMAIL[dot]COM
,,,,,,,,,,,,
96,CHILD OLD BLIND HOME WELFARE SOCIETY,"show_ngo_info(""105907"");","S-48278-2004, DELHI (DELHI)","PLOT NO. A-4, KH. 104/10, VILLAGE MUNDKA AMAR COLONY PHASE-II, NEW DELHI",Differently Abled,"A-364,DEFENCE COLONY, NEWDELHI-110024",NEW DELHI,DELHI,Not Available,9873412810,Not Available,fcrango(at)gmail[dot]com
,,,,,,,,,,,,
97,Child Survival India,"show_ngo_info(""20482"");","S21828, Delhi (DELHI)",33C Z1 Dilshad GardenDelhi 110095,"Children,Education & Literacy,Health & Family Welfare,HIV/AIDS,Legal Awareness & Aid,Vocational Training,Women's Development & Empowerment,Drinking Water,Micro Finance (SHGs),Nutrition","PLOT NO. A-4, KH. 104/10, VILLAGE MUNDKA AMAR COLONY PHASE-II, NEW DELHI",DELHI,DELHI,011-25945621,9213196736,http://www.blindhome.in,childoldblindhome(at)yahoo[dot]in
,,,,,,,,,,,,
98,CHILD'S HELP & EDUCATION FOUNDATION,"show_ngo_info(""210344"");","1153, DELHI (DELHI)","HOUSE NO NEW 28, PVT 17, KH NO., 140/11, FIRST FLOOR, STREET NO 28, BLOCK A-1, BENGALI COLONY, SANT NAGAR, VILLAGE BURARI, DELHI - 110084.","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs","33C Z1 Dilshad Garden
Delhi 110095",Delhi,DELHI,011-27844740,9810647807,http://www.childsurvival-india.org,csi_org(at)hotmail[dot]com
,,,,,,,,,,,,
99,Childhood Enhancement through Training and Action,"show_ngo_info(""90990"");","6664/IV/698/46-54, New Delhi (DELHI)","40/22, Ground Floor, Manohar Kunj, Gautam Nagar, New Delhi-110049",Children,"HOUSE NO NEW 28, PVT 17, KH NO., 140/11, FIRST FLOOR, STREET NO 28, BLOCK A-1, BENGALI COLONY, SANT NAGAR, VILLAGE BURARI, DELHI - 110084.",DELHI,DELHI,Not Available,9810209178,Not Available,sahuraju73(at)gmail[dot]com
,,,,,,,,,,,,
100,CHILDREACH INDIA,"show_ngo_info(""176858"");","203352, delhi (DELHI)",D2 1st floor avanta business centre southern park building saket new delhi 110017,"Women's Development & Empowerment,Education & Literacy","40/22, Ground Floor, Manohar Kunj, Gautam Nagar, New Delhi-110049",New Delhi,DELHI,011-41644471,9811432012,http://www.chetnango.org,chetnacncp(at)gmail[dot]com
,,,,,,,,,,,,
1,Children and Women Grivence Research Foundation,"show_ngo_info(""101516"");","S/66990/2009, Delhi (DELHI)","E-97A, Kondli Delhi - 110096","Education & Literacy,Environment & Forests,Vocational Training,Women's Development & Empowerment",,,,,,,
,,,,,,,,,,,,
2,CHILDREN CARE EDUCATION AND WELFARE SOCIETY,"show_ngo_info(""161119"");","S/65253/2009, DELHI (DELHI)","B-145, BASEMENT SHARMA MARKET, PUL PEHLADPUR","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs","E-97A, Kondli Delhi - 110096",Delhi,DELHI,011-22622409,9958526668,http://nyagrodhprakashan.com/cwgr/,childwomen123(at)gmail[dot]com
,,,,,,,,,,,,
3,CHILDREN OF THE WORLD (DELHI) SOCIETY,"show_ngo_info(""216808"");","S 22467, NEW DELHI (DELHI)","PLOT NO.5, PSP POCKET, SECTOR -8, DWARKA",Data Not Found,"B-145, BASEMENT SHARMA MARKET, PUL PEHLADPUR",DELHI,DELHI,Not Available,9289922922,http://www.ccews.org,ccews[dot]india(at)gmail.com
,,,,,,,,,,,,
4,childrens hope,"show_ngo_info(""166819"");","231661652, DELHI (DELHI)","C-46,MAY FAIR GARDEN , HAUZ KHAS ENCLAVE, DELHI-110016",Data Not Found,"PLOT NO.5, PSP POCKET, SECTOR -8, DWARKA",NEW DELHI,DELHI,Not Available,9873514119,Not Available,NAIR[dot]RAJEEV1971(at)GMAIL.COM
,,,,,,,,,,,,
5,childwatch-india,"show_ngo_info(""187111"");","S-16154, DELHI (DELHI)","13, RAJ NIWAS MARG,CIVIL LINES,DELHI110054.","Children,Education & Literacy","C-46,MAY FAIR GARDEN , HAUZ KHAS ENCLAVE, DELHI-110016",DELHI,DELHI,Not Available,9728292824,Not Available,himanshi[dot]ahuja(at)kgcindia.com
,,,,,,,,,,,,
6,CHINH INDIA,"show_ngo_info(""54872"");","1704, DELHI (DELHI)",CHINH INDIAA - 103 LGF AMAR COLONY LAJPAT NAGAR -IV NEW DELHI - 110024,"Aged/Elderly,Agriculture,Art & Culture,Children,Differently Abled,Education & Literacy,Environment & Forests,Human Rights,Information & Communication Technology,Micro Finance (SHGs),Panchayati Raj,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Science & Technology,Sports,Tribal Affairs,Tourism,Women's Development & Empowerment,Youth Affairs","13, RAJ NIWAS MARG,
CIVIL LINES,
DELHI110054.",DELHI,DELHI,Not Available,9958717242,Not Available,edwarddaniel2011(at)gmail[dot]com
,,,,,,,,,,,,
7,Chinta Foundation of India,"show_ngo_info(""240888"");","S-E/1629/Distt.South East/2019, New Delhi (DELHI)","T-50D, Nagli raja pur, gali no 3, Nizamuddin East, ISBT srai kale khan, New Delhi-110013","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Drinking Water,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,Youth Affairs,Any Other","CHINH INDIA
A - 103 LGF AMAR COLONY LAJPAT NAGAR -IV NEW DELHI - 110024",DELHI,DELHI,011-25408343,9811089321,http://www.chinh.in,chinh_india(at)yahoo[dot]co.in
,,,,,,,,,,,,
8,CHINTAK MANDAL,"show_ngo_info(""227425"");","S/27018 of 1994, Delhi (DELHI)","10525, JNU, New Delhi-110067","Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Minority Issues,New & Renewable Energy,Sports,Tribal Affairs,Water Resources,Women's Development & Empowerment,Youth Affairs","T-50D, Nagli raja pur, gali no 3, Nizamuddin East, ISBT srai kale khan, New Delhi-110013",New Delhi,DELHI,Not Available,9013082277,Not Available,chintafoundation(at)gmail[dot]com
,,,,,,,,,,,,
9,Chintan Environmental research and action group,"show_ngo_info(""165928"");","S-36142/1999, DELHI (DELHI)","238 SIDHARTHA ENCLAVE, NEW DELHI-110014",Data Not Found,"10525, JNU, New Delhi-110067",Delhi,DELHI,Not Available,9414105825,Not Available,cmist94(at)gmail[dot]com
,,,,,,,,,,,,
10,CHIRAG FOUNDATION TRUST,"show_ngo_info(""170792"");","681 NCT, DELHI (DELHI)","H. NO. D-929 FOURTH FLOOR, JAITPUR EXTN.-2 BADARPUR, NEW DELHI","Education & Literacy,Food Processing,Health & Family Welfare,Human Rights,Panchayati Raj,Vocational Training","238 SIDHARTHA ENCLAVE, NEW DELHI-110014",DELHI,DELHI,Not Available,9205192517,http://www.chintan-india.org/,ira(at)chintan-india[dot]org
,,,,,,,,,,,,
11,CHIRAG GIRLS EDUCATION FOUNDATION,"show_ngo_info(""211576"");","S/1318/2015, DELHI (DELHI)","H.No. 96, Gali Gyasuddin, Matia Mahal, Delhi-110006",Data Not Found,"H. NO. D-929 FOURTH FLOOR, JAITPUR EXTN.-2 BADARPUR, NEW DELHI",DELHI,DELHI,Not Available,7838649438,http://www.chiragfoundation.in,sakinaparveen41(at)gmai[dot]com
,,,,,,,,,,,,
12,CHIRAG NAUTANKI KALA SAMITI,"show_ngo_info(""237572"");","SHAHDARA/802/2016-17, DELHI (DELHI)","4929, P/16, GALI NO. 16, EAST OLD SEELAMPUR, DELHI-110031",Data Not Found,"H.No. 96, Gali Gyasuddin, Matia Mahal, Delhi-110006",DELHI,DELHI,Not Available,9953975362,Not Available,shujazamir(at)gmail[dot]com
,,,,,,,,,,,,
13,CHITRAGUPT SEWA SANSTHA,"show_ngo_info(""188396"");","1034, NEW DELHI (DELHI)",4752nd FloorKh No 370 4Railway Road Azadpur,"Education & Literacy,Vocational Training","4929, P/16, GALI NO. 16, EAST OLD SEELAMPUR, DELHI-110031",DELHI,DELHI,Not Available,9818397839,Not Available,carajeshthakur007(at)gmail[dot]com
,,,,,,,,,,,,
14,CHITRANSH EDUCATIONAL & WELFARE SOCIETY,"show_ngo_info(""202127"");","8902350, NANGLOI (DELHI)",H.NO A-241,"Education & Literacy,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Science & Technology,Vocational Training",4752nd FloorKh No 370 4Railway Road Azadpur,NEW DELHI,DELHI,Not Available,9911668199,Not Available,shrivastva[dot]rajeev(at)yahoo.co.in
,,,,,,,,,,,,
15,CHOICE EDUCATIONAL & INFORMATION TECHNOLOGY (NGO),"show_ngo_info(""158807"");","S/63873/2008, NEW DELHI (DELHI)","S-157-A,GR. FLOOR, PANDAV NAGAR,OPP-MOTHER DAIRY PLANT,",Data Not Found,H.NO A-241,NANGLOI,DELHI,Not Available,7050524489,Not Available,chitransheducationalsociety(at)gmail[dot]com
,,,,,,,,,,,,
16,Chote bade sarkar sewa samiti 1245,"show_ngo_info(""192576"");","1245/2015, Delhi (DELHI)",27/332 TRILOK PURI,"Education & Literacy,Vocational Training","S-157-A,GR. FLOOR, PANDAV NAGAR,OPP-MOTHER DAIRY PLANT,",NEW DELHI,DELHI,Not Available,9305444447,http://www.ceitindia.org,chaturvedi[dot]asit(at)gmail.com
,,,,,,,,,,,,
17,Choudhary Bhim Singh Institute Of Science & Technology,"show_ngo_info(""233971"");","5273, DELHI (DELHI)","B-37, ASHOK VIHAR PHASE-1,NEW DELHI",Education & Literacy,27/332 TRILOK PURI,Delhi,DELHI,Not Available,9650843058,Not Available,sufiansar123(at)gmail[dot]com
,,,,,,,,,,,,
18,CHOUDHARY FOUNDATION,"show_ngo_info(""201289"");","1079, NEW DELHI (DELHI)",FLAT NO 2B 2 ND FLOOR SWASTIK APT E-39VISHWAS PARK UTTAM NAGAR,"Art & Culture,Education & Literacy,Environment & Forests,Sports,Vocational Training,Women's Development & Empowerment","B-37, ASHOK VIHAR PHASE-1,
NEW DELHI",DELHI,DELHI,Not Available,9711132900,http://cbsdelhi.com/,director(at)cbscolleges[dot]com
,,,,,,,,,,,,
19,Choupal India,"show_ngo_info(""96809"");","U93000DL2012NPL238646, New Delhi (DELHI)","FLAT-1D, POCKET B6, MAYUR VIHAR, PHASE-III, NEW DELHI, EAST DELHI, PIN-110096","Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology",FLAT NO 2B 2 ND FLOOR SWASTIK APT E-39VISHWAS PARK UTTAM NAGAR,NEW DELHI,DELHI,Not Available,8368329994,Not Available,ch[dot]foundation2017(at)gmail.com
,,,,,,,,,,,,
20,CHRISTIAN AIDS/HIV NATIONAL ALLIANCE (CANA),"show_ngo_info(""219915"");","S34730, New Delhi (DELHI)","Plot No.24-B, KH.No. 11/4/1, Qutub Vihar, Phase-I, C-Block, Goyala Dairy, Behind Satya Public School,","HIV/AIDS,Children,Nutrition,Women's Development & Empowerment,Youth Affairs","FLAT-1D, POCKET B6, MAYUR VIHAR, PHASE-III, NEW DELHI, EAST DELHI, PIN-110096",New Delhi,DELHI,011-23546666,9711292007,http://www.choupalindia.com,anshuman[dot]tripathi(at)indiachoupal.com
,,,,,,,,,,,,
21,CHRISTIAN EDUCATIONAL SOCIETY,"show_ngo_info(""175736"");","S-3265/1966-1967, NEW DELHI (DELHI)","JOHN L DORSEY ROAD, PRASAD NAGAR",Education & Literacy,"Plot No.24-B, KH.No. 11/4/1, Qutub Vihar, Phase-I, C-Block, Goyala Dairy, Behind Satya Public School,",New Delhi,DELHI,Not Available,8800952440,Not Available,gcandcodelhi(at)gmail[dot]com
,,,,,,,,,,,,
22,Christian Evangelistic Assemblies,"show_ngo_info(""164379"");","S/25383/1994, Delhi (DELHI)",4-B Neethi Apartments84 I P ExtensionPatparganjDelhi-110092,"Children,Education & Literacy,Any Other","JOHN L DORSEY ROAD, PRASAD NAGAR",NEW DELHI,DELHI,Not Available,9899645335,Not Available,anillal638(at)gmail[dot]com
,,,,,,,,,,,,
23,CHRISTIAN FOUNDATION CHARITABLE TRUST,"show_ngo_info(""185115"");","C-987/241, New Delhi (DELHI)","C 927 1ST FLOOR,SECTOR 7,DWARKA",Any Other,"4-B Neethi Apartments
84 I P Extension
Patparganj
Delhi-110092",Delhi,DELHI,Not Available,9927217027,http://ceaindia.co.in/,ceadun(at)gmail[dot]com
,,,,,,,,,,,,
24,Christian Medical Association of India,"show_ngo_info(""167698"");","F-549 (N), Janakpuri (DELHI)","Plot No.2,A-3, Local Shopping Centre",Health & Family Welfare,"C 927 1ST FLOOR,SECTOR 7,DWARKA",New Delhi,DELHI,Not Available,9999688926,Not Available,ashishkcharan(at)yahoo[dot]com
,,,,,,,,,,,,
25,Christian Service Agency,"show_ngo_info(""168475"");","5463, New Delhi (DELHI)","Administrative Address: National Council of Churches in India. Near C.P.Club, beside Maharashtra Biodiversity Office, Post Box 205, Civil Lines, Nagpur. 440001Registered Office: Mythri House. M-5A Connaught Place, New Delhi-110001.","Dalit Upliftment,Differently Abled,Education & Literacy,HIV/AIDS,Labour & Employment,Minority Issues,Tribal Affairs,Women's Development & Empowerment,Youth Affairs","Plot No.2,
A-3, Local Shopping Centre",Janakpuri,DELHI,Not Available,9599223869,http://www.cmai.org,finance(at)cmai[dot]org
,,,,,,,,,,,,
26,Chronic Care Foundation,"show_ngo_info(""112875"");","10692, New Delhi (DELHI)","27, Ground Floor, Back Side, Masigarh, Sukhdev vihar, New Delhi 110025","Education & Literacy,Health & Family Welfare","Administrative Address: National Council of Churches in India. Near C.P.Club, beside Maharashtra Biodiversity Office, Post Box 205, Civil Lines, Nagpur. 440001
Registered Office: Mythri House. M-5A Connaught Place, New Delhi-110001.",New Delhi,DELHI,Not Available,9422319624,http://csaindia.org/,ncci(at)ncci1914[dot]com
,,,,,,,,,,,,
27,CHUNAUTI   SOCIAL WELFARE ORGANISATION,"show_ngo_info(""164351"");","S-31681 OF 1997, NEW DELHI (DELHI)","539, LODHI ROAD COMPLEX, NEW DELHI -110003","HIV/AIDS,Human Rights,Panchayati Raj,Tribal Affairs,Women's Development & Empowerment","27, Ground Floor, Back Side, Masigarh, Sukhdev vihar, New Delhi 110025",New Delhi,DELHI,011-64530403,9890181848,http://chroniccareindia.org,ceo(at)chroniccareindia[dot]org
,,,,,,,,,,,,
28,CHURCH OF HOPE MISSION SOCIETY,"show_ngo_info(""217188"");","56055, NEW DELHI (DELHI)","RZ-F,-72, NIHAL VIHAR, NEW DELHI,110041",Data Not Found,"539, LODHI ROAD COMPLEX, NEW DELHI -110003",NEW DELHI,DELHI,Not Available,9313075367,Not Available,chunautisworganisation(at)gmail[dot]com
