sr_no,name,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
95,Centre For Environment and Regional Development,"5254, New Delhi (DELHI)","M 98, First Floor, Saket, New Delhi -110017","Art & Culture,Biotechnology,Children,Disaster Management,Drinking Water,Information & Communication Technology,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Tourism,Vocational Training,Water Resources,Women's Development & Empowerment",A1/248 2nd Floor Safdarjung Enclave,NewDelhi,DELHI,Not Available,9845535414,http://ceedindia.org/,rkumar@ceedindia.org
96,Centre for Equity Studies,"40664, New Delhi (DELHI)","C17A, DDA Flats, Munirka, New Delhi - 110067",Data Not Found,"M 98, First Floor, Saket, New Delhi -110017",New Delhi,DELHI,Not Available,8851728937,http://www.cerd.in,ranjanji@gmail.com
97,Centre for Fly Ash Research and Management,"U73100DL2007NPL164215, DELHI (DELHI)","F-39, LOWER GROUND FLOOR, KALKAJI, NEW DELHI","Environment & Forests,Agriculture,Housing,Land Resources,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research","C17A, DDA Flats, Munirka, New Delhi - 110067",New Delhi,DELHI,Not Available,8802551574,Not Available,ces.financeteam@gmail.com
98,Centre for Global Development Research Private Limited,"U73200DL2005PTC140089, Delhi (DELHI)","Mailing Address: B54 Vasant Apartment, Plot No. C58/2, Sector62, NOIDA, Gautam Budha Nagar, UP -201301","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Biotechnology,Children,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Information & Communication Technology,Labour & Employment,Land Resources,Rural Development & Poverty Alleviation,Science & Technology,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Any Other","F-39, LOWER GROUND FLOOR, KALKAJI, NEW DELHI",DELHI,DELHI,Not Available,9313489407,Not Available,cfarm.org@gmail.com
99,Centre For Health And Social Justice,"2956, Delhi (DELHI)","Basement of Young Women Hostel No 2, Avenue-21, G- Block (Near Bank of India), Saket,","Children,Aged/Elderly,Health & Family Welfare,Human Rights,Information & Communication Technology,Women's Development & Empowerment,Any Other","Mailing Address: B54 Vasant Apartment, Plot No. C58/2, Sector62, NOIDA, Gautam Budha Nagar, UP -201301",Delhi,DELHI,Not Available,9811209991,http://www.cgdr.org,cgdr.in@gmail.com
100,Centre For Holistic Development CHD,"S/00280-NE/2010-11, Delhi (DELHI)","Sunil Kumar Aledia,Centre For Holistic Development-CHD1D, First Floor, Shahpur Jat New Dellhi-49email:-centreforholisticdevelopment@gmail.comOffice:91 11 4108 4099Mobile91 9811327037","Art & Culture,Civic Issues,Differently Abled,Dalit Upliftment,Drinking Water,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Any Other","Basement of Young Women Hostel No 2, Avenue-21, G- Block (Near Bank of India), Saket,",Delhi,DELHI,Not Available,9910589201,http://www.chsj.org,satish@chsj.org
2,Centre for Indian Classical Dances,"8566/1977, New Delhi (DELHI)",CICD TowersGulmohar Institutional AreaNext to NIFTNew Delhi 110016,"Art & Culture,Education & Literacy","41, 2nd floor, Zamrudpur Community Centre, Kailash Colony Extn., New Delhi-110048",New Delhi,DELHI,011-40574575,9868524118,http://www.cibart.in,info@cibart.in
3,CENTRE FOR LABOUR STUDIES (N.G.O.),"64740, NEW DELHI (DELHI)","127/7, AMRITPURI-B, EAST OF KAILASH, NEW DELHI- 110065",Data Not Found,"CICD Towers
Gulmohar Institutional Area
Next to NIFT
New Delhi 110016",New Delhi,DELHI,011-24335581,9717140304,http://,sonaldance@yahoo.com
4,Centre for Land Warfare Studies (CLAWS),"S-54210, New Delhi (DELHI)","RPSO Complex, Army Parade Road, Delhi Cantt, New Delhi",Data Not Found,"127/7, AMRITPURI-B, EAST OF KAILASH, NEW DELHI- 110065",NEW DELHI,DELHI,Not Available,9811871191,Not Available,parthnewdelhi@gmail.com
5,Centre for Logical Research and Development Studies LORDS,"36963, New Delhi (DELHI)","355, Opp. JNU Main Gate, BGN Road, New Delhi-110067","Aged/Elderly,Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Women's Development & Empowerment","RPSO Complex, Army Parade Road, Delhi Cantt, New Delhi",New Delhi,DELHI,Not Available,9868884004,http://www.claws.in/,director.claws@gmail.com
6,Centre for Market Research and Social Development,"No 55 105805, Delhi (DELHI)","39, Ground Floor, Sant Nagar, East of Kailash, New Delhi-110065","Aged/Elderly,Differently Abled,Dalit Upliftment,Drinking Water,Education & Literacy,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Nutrition,Panchayati Raj,Prisoner's Issues,Rural Development & Poverty Alleviation,Sports,Tribal Affairs,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment","355, Opp. JNU Main Gate, BGN Road, New Delhi-110067",New Delhi,DELHI,011-26519006,9868217654,http://www.lords.org.in,lordsindia@gmail.com
7,Centre for Media and Alternative Communications,"35485, New Delhi (DELHI)","B-153,SFS Flats, Sheikh Sarai Phase-I,New Delhi-110017","Art & Culture,Differently Abled,Women's Development & Empowerment","39, Ground Floor, Sant Nagar, East of Kailash, New Delhi-110065",Delhi,DELHI,011-41621978,9810386315,Not Available,officemail.cmsd@gmail.com
8,Centre for Media Studies,"S/22058, NEW DELHI (DELHI)","RESEARCH HOUSE34-B, Saket Community CentreNew Delhi-110017","Children,Drinking Water,Education & Literacy,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Civic Issues,Differently Abled,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Any Other","B-153,SFS Flats, Sheikh Sarai Phase-I,
New Delhi-110017",New Delhi,DELHI,Not Available,9873164856,Not Available,anoop.sharma@anubharaman.com
9,Centre for Mohiniyattam,"S-28674/1995, New Delhi (DELHI)","104, Bhaktawar Singh Block, Asiad Village, New Delhi-110049",Art & Culture,"RESEARCH HOUSE34-B, Saket Community CentreNew Delhi-110017",NEW DELHI,DELHI,Not Available,9899979152,http://www.cmsindia.org,info@cmsindia.org
10,CENTRE FOR NATURE CONSERVATION HEALTH AND SOCIAL DEVELOPMENT,"S-28354 OF 1995, DELHI (DELHI)","Flat No. 109, P. No.C 4DoctorsC.G.H.S, Vsundhara EnclaveDelhi - 110096",Data Not Found,"104, Bhaktawar Singh Block, Asiad Village, New Delhi-110049",New Delhi,DELHI,Not Available,9891079478,Not Available,bharati.cfm@gmail.com
11,Centre for New Perspectivs,"S/23262, New Delhi (DELHI)","D-307, Ground Floor,Sarvodaya EnclaveNew Delhi-110017","Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises","Flat No. 109, P. No.C 4
DoctorsC.G.H.S, Vsundhara EnclaveDelhi - 110096",DELHI,DELHI,Not Available,8527882540,Not Available,drrajendranch@gmail.com
12,CENTRE FOR POLICY RESEARCH,"S/5995, NEW DELHI (DELHI)","DHARMA MARG, CHANAKYAPURI, NEW DELHI 110021",Any Other,"D-307, Ground Floor,Sarvodaya Enclave
New Delhi-110017",New Delhi,DELHI,011-26859641,9810150152,http://cnpindia.org,centrenp1@gmail.com
13,Centre for Public Health and Food Safety,"SE-1050/Dist.South East/2016 , DELHI (DELHI)","165, Ground Floor, Block -A, Pocket- 11, DDA Flat, Jasola, New Delhi – 110025.","Art & Culture,Children,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Vocational Training,Water Resources,Women's Development & Empowerment,Any Other","DHARMA MARG, CHANAKYAPURI, NEW DELHI 110021",NEW DELHI,DELHI,011-26115273,9810210601,http://www.cprindia.org,lravi@cprindia.org
14,Centre For Reforms,"U80900DL2014NPL266159, Delhi (DELHI)","H-112/8,B2 Extension,Safdarjung Enclave, New Delhi-110029","Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Right to Information & Advocacy,Science & Technology,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs","165, Ground Floor, Block -A, Pocket- 11, DDA Flat, Jasola, New Delhi – 110025.",DELHI,DELHI,Not Available,9871240519,http://www.cphfs.in/index.php,info@cphfs.in
15,centre for reliability and sustainability,"487, New Delhi (DELHI)",House No.- C-1636 TIGRI NEW DELHI-110080,Data Not Found,"H-112/8,B2 Extension,Safdarjung Enclave, New Delhi-110029",Delhi,DELHI,Not Available,9311091166,http://www.centreforreforms.org,centreforreforms4csr@yahoo.com
16,Centre for Research Action and Training,"S-24651, New Delhi (DELHI)","RZ-95, Panchsheel Colony,Mahavir Enclave, Part-3,New Delhi-110 059","Aged/Elderly,Children,Dalit Upliftment,Education & Literacy,Labour & Employment,Minority Issues,Rural Development & Poverty Alleviation,Tribal Affairs,Animal Husbandry, Dairying  &  Fisheries,Differently Abled,Micro Finance (SHGs),Vocational Training,Women's Development & Empowerment",House No.- C-1636 TIGRI NEW DELHI-110080,New Delhi,DELHI,Not Available,8447117970,Not Available,crs004india@gmail.com
17,Centre for Research in Ayurveda and Social Medicine for International Brotherhood,"6812/4, Vol. 2514/77-87, NEW DELHI (DELHI)","26/32, 4th Floor, 402, Pal Mohan Sadan, East Patel Nagar, New Delhi 110008",Health & Family Welfare,"RZ-95, Panchsheel Colony,
Mahavir Enclave, Part-3,
New Delhi-110 059",New Delhi,DELHI,011-25632298,9818103797,Not Available,createin1@yahoo.com
18,"Centre for Research in Environment, Science and Technology Policy","S-20571 of 1989, New Delhi (DELHI)","112, Vasant Enclave, New Delhi110057",Data Not Found,"26/32, 4th Floor, 402, Pal Mohan Sadan, East Patel Nagar, New Delhi 110008",NEW DELHI,DELHI,Not Available,8920989066,Not Available,crasibindia@gmail.com
19,Centre for Research Planning And Action,"9753, New Delhi (DELHI)","16 Dakshineshwar, 10-Hailey Road","Education & Literacy,Health & Family Welfare,Panchayati Raj,Urban Development & Poverty Alleviation","112, Vasant Enclave, New Delhi110057",New Delhi,DELHI,Not Available,9810807070,Not Available,crestpolicy2019@gmail.com
20,CENTRE FOR RESPONSIBLE BUSINESS,"S/RS/SW/0501/2011, DELHI (DELHI)","USO HOUSE, USO ROAD, 6, SHAHEED JEET SINGH MARG, QUTUB INSTITUTIONAL AREA",Data Not Found,"16 Dakshineshwar, 10-Hailey Road",New Delhi,DELHI,Not Available,9810078215,http://www.cerpaindia.org,cerpaindia@yahoo.com
21,Centre for Science and Environment,"11126, New Delhi (DELHI)","Centre for Science and Environment, 41, Tughlakabad Institutional Area, 110062","Education & Literacy,Environment & Forests,New & Renewable Energy,Scientific & Industrial Research,Water Resources,Any Other","USO HOUSE, USO ROAD, 6, SHAHEED JEET SINGH MARG, QUTUB INSTITUTIONAL AREA",DELHI,DELHI,Not Available,9820145351,http://www.c4rb.org/,arun@c4rb.in
22,Centre for Science of Student Learning,"U80903DL2015NPL288293, DELHI (DELHI)","CENTRE FOR SCIENCE OF STUDENT LEARNINGRegistered Office: Shop no. 311, Vardhman Gee Dee Plaza, Plot no. 10, Sector – 12, Dwarka, New Delhi – 110 075, India",Education & Literacy,"Centre for Science and Environment, 41, Tughlakabad Institutional Area, 110062",New Delhi,DELHI,011-29955124,9818726477,http://www.cseindia.org,aditya@cseindia.org
23,Centre for science Technogy and environmental policy Studies,"S-17811, New Delhi (DELHI)","109, DDA Flats, Sector 6, Pocket 1, Dwarka, New Delhi-110075",Science & Technology,"CENTRE FOR SCIENCE OF STUDENT LEARNING
Registered Office: Shop no. 311, Vardhman Gee Dee Plaza, Plot no. 10, Sector – 12, Dwarka, New Delhi – 110 075, India",DELHI,DELHI,Not Available,7042612642,https://www.cssl.in,vyjayanthi.sankar@cssl.in
24,CENTRE FOR SOCIAL AND ECONOMIC  RESEARCH,"31125, Uttam Nagar  (DELHI)",B-287 Vikas Nagar Uttam Nagar New Delhi-110059,Data Not Found,"109, DDA Flats, Sector 6, Pocket 1, Dwarka, New Delhi-110075",New Delhi,DELHI,011-26847668,9891206988,http://,sadbhav_harmony@rediffmail.com
25,CENTRE FOR SOCIAL CHANGE,"1468, NEW DELHI (DELHI)","PLOT NO. 167, SAMACHAR APARTMENT, MAYUR VIHAR PHASE-1, EXTN. NEW DELHI-110091",Data Not Found,B-287 Vikas Nagar Uttam Nagar New Delhi-110059,Uttam Nagar,DELHI,Not Available,9792044448,Not Available,cser.del2016@gmail.com
26,Centre For Social Equity And Inclusion,"6907, New Delhi (DELHI)","7/24, 2nd Floor, West Patel Nagar,New Delhi-110008",Education & Literacy,"PLOT NO. 167, SAMACHAR APARTMENT, MAYUR VIHAR PHASE-1, EXTN. NEW DELHI-110091",NEW DELHI,DELHI,Not Available,9810881539,Not Available,reetagnayak@gmail.com
27,Centre for Social Research,"S11869, New Delhi (DELHI)","2 Nelson Mandela Marg , Vasant Kunj",Women's Development & Empowerment,"7/24, 2nd Floor, West Patel Nagar,New Delhi-110008",New Delhi,DELHI,Not Available,9310435333,http://csei.org.in/,finance@cseiindia.org.in
28,CENTRE FOR SOCIAL RESPONSIBILITY AND LEADERSHIP,"S/60979/2008, NEW DELHI (DELHI)","A33, Swasthya Vihar, New Delhi - 110092","Education & Literacy,Vocational Training,Youth Affairs,Any Other","2 Nelson Mandela Marg , Vasant Kunj",New Delhi,DELHI,Not Available,9873394136,http://csrindia.org,info1@csrindia.org
29,CENTRE FOR SOCIAL VIBES,"326584, NEW DELHI (DELHI)","948, RADHIKA APARTMENT,POCKET1, SECTOR-14,DWARKA, NEW DELHI - 110078","Agriculture,Art & Culture,Drinking Water,Education & Literacy,Food Processing,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Rural Development & Poverty Alleviation,Sports,Tourism,Vocational Training,Women's Development & Empowerment","A33, Swasthya Vihar, New Delhi - 110092",NEW DELHI,DELHI,011-22732662,7042199685,http://www.csrl.in,chandramohan.csrl@gmail.com
30,Centre for Socio Economic and Political Research,"770, New Delhi (DELHI)","478/5A, Top Floor, Govindpuri, Kalkaji","Animal Husbandry, Dairying  &  Fisheries,Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,Dalit Upliftment,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","948, RADHIKA APARTMENT,
POCKET1, SECTOR-14,
DWARKA, NEW DELHI - 110078",NEW DELHI,DELHI,Not Available,9654339666,Not Available,ngocsvoffice@gmail.com
31,Centre for Strategy and Leadership,"U85200DL2018NPL335180, Delhi (DELHI)","7a/24 W.E.A,Karol bag",Data Not Found,"478/5A, Top Floor, Govindpuri, Kalkaji",New Delhi,DELHI,011-49071771,9968180088,http://www.csepr.org,vivekdadar@gmail.com
32,Centre for Studies of Tradition and Systems,"805/2016-2017/4, NEW DELHI (DELHI)",BE-7BDDA FLATS MUNIRKA,"Art & Culture,Education & Literacy","7a/24 W.E.A,
Karol bag",Delhi,DELHI,Not Available,9818008033,https://www.cslonline.org/,shekhar.kundra@saudawala.com
33,Centre for the Study of Caste & Capitalism,"U85310DL2015NPL284085, Delhi (DELHI)","27, Rajpur Road, Civil Lines","Dalit Upliftment,Micro Small & Medium Enterprises,Tribal Affairs","BE-7B
DDA FLATS MUNIRKA",NEW DELHI,DELHI,Not Available,9871987471,http://csts.org.in,csts.ind@gmail.com
34,CENTRE FOR THE STUDY OF DEVELOPING SOCIETIES,"3369, DELHI (DELHI)",29 RAJPUR ROAD CIVIL LINES,Any Other,"27, Rajpur Road, Civil Lines",Delhi,DELHI,Not Available,9312210188,https://cscc.inclusivity.in/,csccinclusivity@gmail.com
35,Centre for Tribal Health and Biotechnology Foundation,"U85100DL2018NPL340984, Delhi (DELHI)","CTHBFPlot No. 21 Ground FloorHouse No. 90 Vikas ViharBlock A Rohini, North West Delhi 110039","Biotechnology,Education & Literacy,Health & Family Welfare,Nutrition,Scientific & Industrial Research",29 RAJPUR ROAD CIVIL LINES,DELHI,DELHI,Not Available,9811499463,http://csds.in,director@csds.in
36,Centre for Tribal Policy Research (CTPR),"S/2434/Distt.South/2018, SAKET (DELHI)","520-A, MAIN BUS STAND, MAIDAN GARHI, NEW DELHI-110068.",Tribal Affairs,"CTHBF
Plot No. 21 Ground FloorHouse No. 90 Vikas Vihar
Block A Rohini, North West Delhi 110039",Delhi,DELHI,Not Available,9798685959,Not Available,soh.khan@hotmail.com
37,CENTRE FOR URBAN AND REGIONAL EXCELLENCE,"12890/4, NEW DELHI (DELHI)","C-2, GREEN PARK EXTENSION, NEW DELHI-110016","Drinking Water,Water Resources,Any Other,Housing,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Land Resources","520-A, MAIN BUS STAND, MAIDAN GARHI, NEW DELHI-110068.",SAKET,DELHI,Not Available,8883697694,http://www.ctpr.in,ctprindia@gmail.com
38,CENTRE FOR WOMENS DEVELOPMENT STUDIES,"S/10935, NEW DELHI (DELHI)","25 BHAI VIR SINGH MARG (GOLE MARKET), NEW DELHI","Women's Development & Empowerment,Children,Differently Abled,Education & Literacy,Health & Family Welfare,Micro Finance (SHGs),Dalit Upliftment,Panchayati Raj,Any Other","C-2, GREEN PARK EXTENSION, NEW DELHI-110016",NEW DELHI,DELHI,Not Available,9818198612,https://www.cureindia.org,renukhosla@cureindia.org
